Time Difference,Similarity
0,0.9999999999999998
0,0.9999999999999999
0,0.9999999999999999
0,0.9999999999999999
0,0.9999999999999996
0,0.9997751648422128
0,1.0
0,1.0
0,1.0
0,1.0
0,0.9999999999999999
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0000000000000002
0,0.9999999999999997
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0000000000000002
0,1.0000000000000002
0,0.9999999999999994
0,0.9999999999999994
0,0.9999999999999994
0,0.9999999999999994
0,0.9999999999999994
0,0.9999999999999994
0,0.9999999999999994
0,0.9999999999999994
0,1.0
0,0.9999999999999998
0,1.0
0,0.9999999999999998
0,0.9999999999999998
0,0.9999999999999998
0,0.9999999999999998
0,0.9999999999999998
0,0.9999999999999998
0,0.9999999999999998
0,0.9999999999999998
0,0.9999999999999998
0,0.9999999999999998
0,0.9999999999999998
0,0.9999999999999998
0,0.9999999999999998
0,0.9999999999999998
0,0.9999999999999998
0,0.9999999999999998
0,0.9999999999999998
0,0.9999999999999998
0,0.9999999999999998
0,0.9999999999999998
0,0.9999999999999998
0,0.9999999999999997
0,0.9999999999999999
0,0.9999999999999999
0,0.9999999999999999
0,1.0000000000000002
0,1.0000000000000002
0,1.0000000000000002
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0000000000000002
0,1.0000000000000002
0,1.0000000000000002
0,1.0000000000000002
0,1.0000000000000002
0,1.0000000000000002
0,1.0000000000000002
0,1.0000000000000002
0,1.0000000000000002
0,1.0000000000000002
0,1.0000000000000002
0,1.0000000000000002
0,1.0000000000000002
0,1.0000000000000002
0,0.9999999999999998
0,0.9999999999999998
0,0.9999999999999998
0,0.9999999999999998
0,0.9999999999999998
0,0.9999999999999998
0,0.9999999999999998
0,0.9999999999999999
0,0.9999999999999999
0,0.9995209208675858
0,0.9999999999999999
0,0.9995209208675858
0,0.9995209208675858
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,0.9999999999999997
0,0.9999999999999997
0,0.9999999999999997
0,0.9999999999999997
0,0.9999999999999997
0,0.9999999999999997
0,0.9999999999999997
0,0.9999999999999997
0,0.9999999999999997
0,0.9999999999999997
0,0.9999999999999997
0,0.9999999999999997
0,0.9999999999999997
0,0.9999999999999997
0,0.9999999999999997
0,0.9999999999999997
0,0.9999999999999997
0,0.9994981494740957
0,0.9994981494740957
0,0.9994981494740957
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,0.9999999999999999
0,0.9999999999999997
0,0.9999999999999997
0,0.9999999999999997
0,0.9999999999999997
0,0.9999999999999997
0,0.9999999999999997
0,0.9999999999999997
0,0.9999999999999997
0,0.9999999999999997
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,0.9999999999999999
0,0.9999999999999999
0,0.9999999999999999
0,0.9999999999999999
0,0.9999999999999999
0,0.9999999999999999
0,0.9999999999999999
0,0.9999999999999999
0,0.9999999999999999
0,0.9999999999999999
0,0.9999999999999999
0,0.9999999999999999
0,0.9999999999999999
0,0.9999999999999999
0,0.9999999999999999
0,0.9999999999999999
0,0.9999999999999999
0,0.9999999999999999
0,0.9999999999999999
0,0.9999999999999999
0,0.9999999999999999
0,0.9999999999999999
0,0.9999999999999999
0,0.9999999999999999
0,1.0000000000000002
0,1.0000000000000002
0,1.0000000000000002
0,1.0000000000000002
0,1.0000000000000002
0,1.0000000000000002
0,1.0000000000000002
0,1.0000000000000002
0,1.0000000000000002
0,1.0000000000000002
0,1.0000000000000002
0,1.0000000000000002
0,1.0000000000000002
0,1.0000000000000002
0,0.9999999999999999
0,0.9999999999999999
0,0.9999999999999999
0,0.9999999999999999
0,0.9999999999999999
0,0.9999999999999999
0,0.9999999999999999
0,0.9999999999999999
0,0.9999999999999999
0,0.9999999999999999
0,0.9999999999999999
0,0.9999999999999999
0,0.9999999999999999
0,0.9999999999999999
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,0.9985963160581292
0,0.9985963160581292
0,0.9999999999999998
0,0.9999999999999998
0,0.9999999999999998
0,0.9999999999999997
0,0.9999999999999997
0,0.9999999999999997
0,0.9999999999999996
0,0.9999999999999996
0,0.9999999999999996
0,0.9999999999999996
0,0.9999999999999996
0,0.9999999999999996
0,0.9999999999999996
0,0.9978707989216548
0,0.9999999999999996
0,0.9999999999999996
0,0.9999999999999996
0,0.9978707989216548
0,0.9999999999999996
0,0.9999999999999996
0,0.9978707989216548
0,0.9999999999999996
0,0.9978707989216548
0,0.9978707989216548
0,0.9999999999999996
0,0.9999999999999996
0,0.9999999999999996
0,0.9999999999999996
0,0.9999999999999996
0,0.9999999999999996
0,0.9999999999999996
0,0.9999999999999996
0,0.9999999999999996
0,0.9999999999999996
0,0.9999999999999996
0,0.9999999999999996
0,0.9999999999999996
0,0.9999999999999996
0,0.9999999999999996
0,1.0
0,1.0
0,1.0
0,1.0
